VBELN;POSNR;FKART;FKDAT;VKORG;SPART;KUNAG;WAERK;BUKRS;VBTYP;RFBSK;FKSTO;SFAKN;ERDAT;MATNR;ARKTX;FKIMG;NETWR;MWSBP;WERKS;MATKL;PSTYV;AUBEL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO;SELLER_RUT;SELLER_EMAIL
0096279565;000010;ZZBN;20240319;1000;N1;998-9;CLP;1000;M;C;;;20240319;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004379624;2300534503;;;;;
0096283060;000010;ZZBN;20240321;1000;N1;998-9;CLP;1000;M;C;;;20240321;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004382196;2300534503;;;;;
0096310426;000010;ZZBN;20240408;1000;N1;998-9;CLP;1000;M;C;;;20240408;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004398380;2301195412;;;;;
0096381381;000010;ZZBN;20240525;1000;N1;998-9;CLP;1000;M;C;;;20240525;000000000000965004;185/65 R 14 Z-108 86H TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004446208;2301195306;;;;;
0096406639;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000965011;195/60 R 15 Z-108 88V TL;1.000;450.00;0.00;1PA1;0016;ZTAN;0004462324;2401068514;;;;;
0096435857;000010;ZZAM;20240628;1000;N1;888-5;CLP;1000;M;C;;;20240628;000000000000965012;195/65 R 15 Z-108 91V TL;1.000;450.00;0.00;1PA1;0016;ZTAN;0004480263;2400958211;;;;;
0096178396;000010;ZZBN;20240115;1000;N1;998-9;CLP;1000;M;C;;;20240115;000000000000806406;155 R 13 C SL305 8PR TL;1.000;550.00;0.00;1PA1;0016;ZTAN;0004313166;2300894309;;;;;
0096181127;000010;ZZBN;20240116;1000;N1;998-9;CLP;1000;M;C;;;20240116;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004314993;2302040403;;;;;
0096181553;000010;ZZBN;20240117;1000;N1;998-9;CLP;1000;M;C;;;20240117;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004315234;2302040403;;;;;
0096187540;000010;ZZBN;20240120;1000;N1;998-9;CLP;1000;M;C;;;20240120;000000000000727417;750 R 16 CR869 14PR SET WST;2.000;2200.00;0.00;1PA1;0016;ZTAN;0004319388;2301195341;;;;;
0096211158;000010;ZZBN;20240201;1000;N1;998-9;CLP;1000;M;C;;;20240201;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004333432;2302040403;;;;;
0096216895;000010;ZZBN;20240206;1000;N1;998-9;CLP;1000;M;C;;;20240206;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004337732;2302040403;;;;;
0096222721;000010;ZZBN;20240212;1000;N1;888-5;CLP;1000;M;C;;;20240212;000000000000839096;205/55 R 16 SA37 91V TL;1.000;550.00;0.00;1PA1;0016;ZTAN;0004342148;2301195315;;;;;
0096270021;000010;ZZBN;20240312;1000;N1;998-9;CLP;1000;M;C;;;20240312;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004372893;2302040403;;;;;
0096285922;000010;ZZBN;20240322;1000;N1;998-9;CLP;1000;M;C;;;20240322;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004384086;2302040403;;;;;
0096302533;000010;ZZBN;20240402;1000;N1;998-9;CLP;1000;M;C;;;20240402;000000000000965016;205/60 R 16 Z-108 92V TL;4.000;2200.00;0.00;1PA1;0016;ZTAN;0004393541;2400639613;;;;;
0096315445;000010;ZZBN;20240410;1000;N1;998-9;CLP;1000;M;C;;;20240410;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;550.00;0.00;1PA1;0019;ZTAN;0004402217;2302040403;;;;;
0096352117;000010;ZZBN;20240503;1000;N1;998-9;CLP;1000;M;C;;;20240503;000000000000967635;195/55 R 15 SW608 89H XL TL;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004425914;2301728111;;;;;
0096361810;000010;ZZBN;20240510;1000;N1;998-9;CLP;1000;M;C;;;20240510;000000000000965014;205/55 R 16 Z-108 94W XL TL;1.000;550.00;0.00;1PA1;0016;ZTAN;0004432722;2400639612;;;;;
0096362184;000010;ZZBN;20240511;1000;N1;998-9;CLP;1000;M;C;;;20240511;000000000001012356;235/55 R 18 GOODRIDE SW618 104T TL;2.000;2200.00;0.00;1PA1;0016;ZTAN;0004433079;2400446233;;;;;
0096363494;000010;ZZBN;20240513;1000;N1;998-9;CLP;1000;M;C;;;20240513;000000000000970193;195/60 R 15 SW608 88H;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004434147;2300118412;;;;;
0096372082;000010;ZZBN;20240517;1000;N1;998-9;CLP;1000;M;C;;;20240517;000000000000965014;205/55 R 16 Z-108 94W XL TL;4.000;2200.00;0.00;1PA1;0016;ZTAN;0004439339;2400639612;;;;;
0096376645;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000967635;195/55 R 15 SW608 89H XL TL;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004442938;2302074416;;;;;
0096382529;000010;ZZBN;20240527;1000;N1;998-9;CLP;1000;M;C;;;20240527;000000000000950604;185/65 R 15 GOODRIDE SW618 88T TL;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004447208;2400446213;;;;;
0096417985;000010;ZZBN;20240618;1000;N1;998-9;CLP;1000;M;C;;;20240618;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004470087;2401362811;;;;;
0096422760;000010;ZZBN;20240624;1000;N1;998-9;CLP;1000;M;C;;;20240624;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1360.00;0.00;1PA1;0016;ZTAN;0004473251;2401362811;;;;;
0096189970;000010;ZZBN;20240122;1000;N1;998-9;CLP;1000;M;C;;;20240122;000000000000859852;155/65 R 13 RP18 73T;2.000;760.00;0.00;1PA1;0016;ZTAN;0004320878;2100794810;;;;;
0096194916;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000974484;215/55 R 18 Z-401 99V TL;1.000;760.00;0.00;1PA1;0016;ZTAN;0004324400;2300118418;;;;;
0096219245;000010;ZZAM;20240208;1000;N1;888-5;CLP;1000;M;C;;;20240208;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;350.00;0.00;1PA1;0019;ZTAN;0004339646;2338000003;;;;;
0096363310;000010;ZZAM;20240513;1000;N1;76959330-6;CLP;1000;M;C;;;20240513;000000000000974474;175/70 R 14 Z-401 88T XL TL;2.000;760.00;0.00;1PA1;0016;ZTAN;0004434123;2301195413;;;;;
0096413099;000010;ZZBN;20240614;1000;N1;888-5;CLP;1000;M;C;;;20240614;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;760.00;0.00;1PA1;0016;ZTAN;0004466961;2301195412;;;;;
0096322528;000010;ZZBN;20240416;1000;N1;998-9;CLP;1000;M;C;;;20240416;000000000000947753;225/45 R 17 SA37 94Y TL;4.000;3200.00;0.00;1PA1;0016;ZTAN;0004407202;2400639619;;;;;
0096193505;000010;ZZBN;20240124;1000;N1;998-9;CLP;1000;M;C;;;20240124;000000000000965022;235/60 R 16 Z-108 100H TL;2.000;1440.00;0.00;1PA1;0016;ZTAN;0004323582;2300894343;;;;;
0096199734;000010;ZZAM;20240129;1000;N1;20251851-6;CLP;1000;M;C;;;20240129;000000000000964988;175/65 R 14 Z-108 82H TL;4.000;1440.00;0.00;1PA1;0016;ZTAN;0004327491;2301195409;;;;;
0096210832;000010;ZZBN;20240201;1000;N1;998-9;CLP;1000;M;C;;;20240201;000000000000853771;205/45 R 16 SA57 87W;1.000;650.00;0.00;1PA1;0016;ZTAN;0004333159;1900148131;;;;;
0096212703;000010;ZZAM;20240202;1000;N1;13790237-0;CLP;1000;M;C;;;20240202;000000000000965002;185/60 R 14 Z-108 82H TL;4.000;1440.00;0.00;1PA1;0016;ZTAN;0004334474;2300997513;;;;;
0096213509;000010;ZZBN;20240205;1000;N1;998-9;CLP;1000;M;C;;;20240205;000000000000965022;235/60 R 16 Z-108 100H TL;2.000;1440.00;0.00;1PA1;0016;ZTAN;0004335113;2301195329;;;;;
0096312595;000010;S1;20240408;1000;N1;13790237-0;CLP;1000;N;C;;0096311950;20240409;000000000000964988;175/65 R 14 Z-108 82H TL;4.000;1440.00;0.00;1PA1;0016;ZTAN;0004399600;2301195409;;;;;
0096333537;000010;ZZBN;20240423;1000;N1;888-5;CLP;1000;M;C;;;20240423;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;750.00;0.00;1PA1;0019;ZTAN;0004414886;2302040402;;;;;
0096182691;000010;ZZBN;20240117;1000;N1;998-9;CLP;1000;M;C;;;20240117;000000000000965004;185/65 R 14 Z-108 86H TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004315909;2301195306;;;;;
0096201413;000010;ZZBN;20240129;1000;N1;998-9;CLP;1000;M;C;;;20240129;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004328353;2300537611;;;;;
0096217605;000010;ZZBN;20240207;1000;N1;998-9;CLP;1000;M;C;;;20240207;000000000000965004;185/65 R 14 Z-108 86H TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004338306;2301195306;;;;;
0096219271;000010;ZZBN;20240208;1000;N1;998-9;CLP;1000;M;C;;;20240208;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004339667;2300537611;;;;;
0096231411;000010;ZZBN;20240216;1000;N1;998-9;CLP;1000;M;C;;;20240216;000000000000965004;185/65 R 14 Z-108 86H TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004348187;2301195306;;;;;
0096263767;000010;ZZBN;20240307;1000;N1;998-9;CLP;1000;M;C;;;20240307;000000000000822494;175/65 R 14 TRAZANO SW608 82H TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004368156;2400446204;;;;;
0096292259;000010;ZZBN;20240327;1000;N1;998-9;CLP;1000;M;C;;;20240327;000000000000965003;185/60 R 15 Z-108 84H TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004388024;2400639605;;;;;
0096310427;000010;ZZBN;20240408;1000;N1;998-9;CLP;1000;M;C;;;20240408;000000000000822494;175/65 R 14 TRAZANO SW608 82H TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004398374;2400446204;;;;;
0096312609;000010;ZZBN;20240409;1000;N1;998-9;CLP;1000;M;C;;;20240409;000000000000965016;205/60 R 16 Z-108 92V TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004400120;2400639613;;;;;
0096319846;000010;ZZAM;20240413;1000;N1;888-5;CLP;1000;M;C;;;20240413;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004405289;2400446207;;;;;
0096319847;000010;ZZAM;20240413;1000;N1;888-5;CLP;1000;M;C;;;20240413;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004405290;2400446207;;;;;
0096319967;000010;ZZBN;20240413;1000;N1;998-9;CLP;1000;M;C;;;20240413;000000000000964869;195/50 R 15 Z-108 82V TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004405268;2301448711;;;;;
0096359762;000010;ZZBN;20240509;1000;N1;998-9;CLP;1000;M;C;;;20240509;000000000000822494;175/65 R 14 TRAZANO SW608 82H TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004431483;2400446204;;;;;
0096384465;000010;ZZBN;20240528;1000;N1;998-9;CLP;1000;M;C;;;20240528;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;440.00;0.00;1PA1;0016;ZTAN;0004448322;2301195412;;;;;
0096406659;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000864225;185/55 R 15 SA57 82V TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004462377;2301195414;;;;;
0096413066;000010;ZZAM;20240614;1000;N1;4516596-5;CLP;1000;M;C;;;20240614;000000000000923748;175/70 R 14 SW608 84T TL;2.000;1040.00;0.00;1PA1;0016;ZTAN;0004466944;2302074409;;;;;
0096160396;000010;ZZAM;20240102;1000;N1;15946327-3;CLP;1000;M;C;;;20240102;000000000000965022;235/60 R 16 Z-108 100H TL;2.000;1160.00;0.00;1PA1;0016;ZTAN;0004299526;2300894343;;;;;
0096163519;000010;ZZAM;20240104;1000;N1;16440183-9;CLP;1000;M;C;;;20240104;000000000000974477;185/65 R 14 Z-401 86H TL;2.000;840.00;0.00;1PA1;0016;ZTAN;0004302001;2301448709;;;;;
0096290993;000010;ZZBN;20240326;1000;N1;998-9;CLP;1000;M;C;;;20240326;000000000000974475;185/55 R 16 Z-401 87H TL;2.000;1160.00;0.00;1PA1;0016;ZTAN;0004387373;2400446208;;;;;
0096293284;000010;ZZBN;20240327;1000;N1;998-9;CLP;1000;M;C;;;20240327;000000000000965003;185/60 R 15 Z-108 84H TL;2.000;840.00;0.00;1PA1;0016;ZTAN;0004388571;2400639605;;;;;
0096293289;000010;ZZBN;20240327;1000;N1;998-9;CLP;1000;M;C;;;20240327;000000000000965003;185/60 R 15 Z-108 84H TL;2.000;840.00;0.00;1PA1;0016;ZTAN;0004388581;2400639605;;;;;
0096352605;000010;ZZBN;20240504;1000;N1;998-9;CLP;1000;M;C;;;20240504;000000000000959950;215/55 R 17 SW618 94T TL;1.000;840.00;0.00;1PA1;0016;ZTAN;0004426310;2301195324;;;;;
0096352606;000010;ZZBN;20240504;1000;N1;998-9;CLP;1000;M;C;;;20240504;000000000000959950;215/55 R 17 SW618 94T TL;1.000;840.00;0.00;1PA1;0016;ZTAN;0004426311;2301195324;;;;;
0096396308;000010;ZZBN;20240601;1000;N1;998-9;CLP;1000;M;C;;;20240601;000000000000965012;195/65 R 15 Z-108 91V TL;1.000;520.00;0.00;1PA1;0016;ZTAN;0004454327;2400958211;;;;;
0096184714;000010;ZZBN;20240118;1000;N1;998-9;CLP;1000;M;C;;;20240118;000000000000965017;205/65 R 15 Z-108 94V TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004317381;2301195320;;;;;
0096239644;000010;ZZBN;20240222;1000;N1;998-9;CLP;1000;M;C;;;20240222;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004353725;2300592402;;;;;
0096240468;000010;S1;20240216;1000;N1;998-9;CLP;1000;N;C;;0096231141;20240223;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004348039;2300592402;;;;;
0096262750;000010;ZZAM;20240307;1000;N1;17789113-4;CLP;1000;M;C;;;20240307;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004367244;2300592402;;;;;
0096267310;000010;ZZBN;20240311;1000;N1;998-9;CLP;1000;M;C;;;20240311;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004370974;2300592402;;;;;
0096286525;000010;ZZAM;20240325;1000;N1;7344366-0;CLP;1000;M;C;;;20240325;000000000000923748;175/70 R 14 SW608 84T TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004384545;2301654204;;;;;
0096292323;000010;ZZAM;20240327;1000;N1;76746638-2;CLP;1000;M;C;;;20240327;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004388087;2300592402;;;;;
0096298406;000010;ZZBN;20240328;1000;N1;888-5;CLP;1000;M;C;;;20240328;000000000001000537;215/65 R 16 Z-506 STUD 98T TL;2.000;1700.00;0.00;1PA1;0016;ZTAN;0004390706;2302074426;;;;;
0096313813;000010;ZZBN;20240409;1000;N1;998-9;CLP;1000;M;C;;;20240409;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004400976;2300592402;;;;;
0096327934;000010;ZZBN;20240418;1000;N1;998-9;CLP;1000;M;C;;;20240418;000000000000148009;SMF 31S-850 100AH 830CCA (PERNO);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004410872;2409612303;;;;;
0096329897;000010;ZZAM;20240420;1000;N1;7648961-0;CLP;1000;M;C;;;20240420;000000000000827153;SMF 31-850 100AH 830CCA (BORNE);1.000;1080.00;0.00;1PA1;0019;ZTAN;0004412291;2300592402;;;;;
0096331199;000010;ZZAM;20240422;1000;N1;998-9;CLP;1000;M;C;;;20240422;000000000000103574;500 R 12 C CR868 8PR TL WST;4.000;1700.00;0.00;1PA1;0016;ZTAN;0004413287;2200264908;;;;;
0096332438;000010;ZZBN;20240423;1000;N1;998-9;CLP;1000;M;C;;;20240423;000000000000965014;205/55 R 16 Z-108 94W XL TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004414033;2400639612;;;;;
0096332488;000010;ZZBN;20240423;1000;N1;998-9;CLP;1000;M;C;;;20240423;000000000000965014;205/55 R 16 Z-108 94W XL TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004414056;2400639612;;;;;
0096387900;000010;ZZAM;20240529;1000;N1;77260041-0;CLP;1000;M;C;;;20240529;000000000000113431;SMF N150 / 160G51R 150AH 1000CCA;1.000;1700.00;0.00;1PA1;0019;ZTAN;0004450414;2300736605;;;;;
0096399988;000010;ZZBN;20240605;1000;N1;888-5;CLP;1000;M;C;;;20240605;000000000000970193;195/60 R 15 SW608 88H;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004457457;2300118412;;;;;
0096413711;000010;ZZAM;20240614;1000;N1;13068581-1;CLP;1000;M;C;;;20240614;000000000000798666;195/65 R 15 SW606 91T TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004467363;2301728112;;;;;
0096421785;000010;ZZBN;20240621;1000;N1;888-5;CLP;1000;M;C;;;20240621;000000000000923748;175/70 R 14 SW608 84T TL;2.000;1080.00;0.00;1PA1;0016;ZTAN;0004472575;2302074409;;;;;
0096162058;000010;ZZBN;20240103;1000;N1;998-9;CLP;1000;M;C;;;20240103;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004300879;2302040402;;;;;
0096172089;000010;ZZBN;20240110;1000;N1;998-9;CLP;1000;M;C;;;20240110;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004308585;2302040402;;;;;
0096178382;000010;ZZBN;20240115;1000;N1;998-9;CLP;1000;M;C;;;20240115;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004313134;2302040402;;;;;
0096189266;000010;ZZBN;20240122;1000;N1;998-9;CLP;1000;M;C;;;20240122;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004320108;2302040401;;;;;
0096198841;000010;ZZBN;20240127;1000;N1;998-9;CLP;1000;M;C;;;20240127;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004326896;2302040401;;;;;
0096216697;000010;ZZAM;20240206;1000;N1;3673603-8;CLP;1000;M;C;;;20240206;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004337524;2302040402;;;;;
0096220297;000010;ZZBN;20240208;1000;N1;998-9;CLP;1000;M;C;;;20240208;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004340330;2302040401;;;;;
0096222066;000010;ZZBN;20240210;1000;N1;998-9;CLP;1000;M;C;;;20240210;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004341655;2302040402;;;;;
0096249748;000010;ZZBN;20240228;1000;N1;998-9;CLP;1000;M;C;;;20240228;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004359783;2302040401;;;;;
0096258251;000010;ZZBN;20240304;1000;N1;998-9;CLP;1000;M;C;;;20240304;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004364441;2302040402;;;;;
0096259474;000010;ZZBN;20240305;1000;N1;998-9;CLP;1000;M;C;;;20240305;000000000000822920;235/55 R 18 SU318 100V TL;1.000;920.00;0.00;1PA1;0016;ZTAN;0004365380;2300118425;;;;;
0096268126;000010;ZZBN;20240311;1000;N1;998-9;CLP;1000;M;C;;;20240311;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004371502;2302040401;;;;;
0096286085;000010;ZZBN;20240323;1000;N1;998-9;CLP;1000;M;C;;;20240323;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004384202;2302040402;;;;;
0096309766;000010;ZZBN;20240405;1000;N1;998-9;CLP;1000;M;C;;;20240405;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004397994;2302040402;;;;;
0096310423;000010;ZZBN;20240408;1000;N1;998-9;CLP;1000;M;C;;;20240408;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004398502;2409612301;;;;;
0096310579;000010;ZZAM;20240408;1000;N1;77775116-6;CLP;1000;M;C;;;20240408;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004398637;2302040402;;;;;
0096315577;000010;ZZBN;20240410;1000;N1;998-9;CLP;1000;M;C;;;20240410;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004402300;2409612301;;;;;
0096317315;000010;ZZBN;20240411;1000;N1;998-9;CLP;1000;M;C;;;20240411;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004403523;2409612301;;;;;
0096317489;000010;ZZBN;20240411;1000;N1;998-9;CLP;1000;M;C;;;20240411;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004403657;2409612301;;;;;
0096320460;000010;ZZAM;20240415;1000;N1;76924965-6;CLP;1000;M;C;;;20240415;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004405789;2409612301;;;;;
0096321599;000010;ZZBN;20240415;1000;N1;998-9;CLP;1000;M;C;;;20240415;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004406676;2302040402;;;;;
0096326527;000010;ZZBN;20240418;1000;N1;998-9;CLP;1000;M;C;;;20240418;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004409893;2302040402;;;;;
0096330397;000010;ZZAM;20240422;1000;N1;77096028-2;CLP;1000;M;C;;;20240422;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004412655;2302040402;;;;;
0096341435;000010;ZZAM;20240427;1000;N1;77917244-9;CLP;1000;M;C;;;20240427;000000000000754789;SMF 57220 72AH 610CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004419848;2335003702;;;;;
0096345679;000010;ZZBN;20240430;1000;N1;998-9;CLP;1000;M;C;;;20240430;000000000000754789;SMF 57220 72AH 610CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004422143;2335003702;;;;;
0096347295;000010;ZZBN;20240430;1000;N1;998-9;CLP;1000;M;C;;;20240430;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004422647;2302040402;;;;;
0096350400;000010;ZZBN;20240502;1000;N1;998-9;CLP;1000;M;C;;;20240502;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004424579;2302040402;;;;;
0096350404;000010;ZZBN;20240502;1000;N1;998-9;CLP;1000;M;C;;;20240502;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004424574;2302040402;;;;;
0096354108;000010;ZZBN;20240506;1000;N1;998-9;CLP;1000;M;C;;;20240506;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004427398;2302040402;;;;;
0096354617;000010;ZZAM;20240506;1000;N1;6779640-3;CLP;1000;M;C;;;20240506;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004427714;2302040402;;;;;
0096356322;000010;ZZAM;20240507;1000;N1;6779640-3;CLP;1000;M;C;;;20240507;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004428919;2302040402;;;;;
0096359587;000010;ZZAM;20240509;1000;N1;78097000-6;CLP;1000;M;C;;;20240509;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004431375;2302040402;;;;;
0096361780;000010;ZZBN;20240510;1000;N1;998-9;CLP;1000;M;C;;;20240510;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004432582;2409612302;;;;;
0096370965;000010;ZZBN;20240516;1000;N1;998-9;CLP;1000;M;C;;;20240516;000000000000965003;185/60 R 15 Z-108 84H TL;2.000;920.00;0.00;1PA1;0016;ZTAN;0004438830;2400958205;;;;;
0096374621;000010;ZZBN;20240520;1000;N1;998-9;CLP;1000;M;C;;;20240520;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004441475;2401068701;;;;;
0096375557;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004442005;2401068701;;;;;
0096376216;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004442604;2409612302;;;;;
0096377613;000010;ZZBN;20240523;1000;N1;998-9;CLP;1000;M;C;;;20240523;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004443675;2409612302;;;;;
0096388368;000010;ZZBN;20240529;1000;N1;998-9;CLP;1000;M;C;;;20240529;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004450654;2401068701;;;;;
0096394926;000010;ZZBN;20240531;1000;N1;998-9;CLP;1000;M;C;;;20240531;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004453889;2401068701;;;;;
0096396175;000010;ZZBN;20240601;1000;N1;998-9;CLP;1000;M;C;;;20240601;000000000000754789;SMF 57220 72AH 610CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004454111;2335003702;;;;;
